,id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob,az_region,distance_km
574,500350,ISR-2023-1-477-248,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Palestine tv,2023-11-11,13 martyrs and dozens wounded in an Israeli bombing that targeted two houses in Beit Lahia and Nuseirat""",Palestine tv,2023-11-11,13 martyrs and dozens wounded in an Israeli bombing that targeted two houses in Beit Lahia and Nuseirat,Palestine tv,1,Nuseirat refugee camp,Nuseirat,Gaza Strip,Deir al-Balah governorate,31.447656,34.392875,POINT (34.392875 31.447656),174669,Israel,666,Middle East,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,0,6,6,6,6,666,,israelcentral,79.2682777126726
575,500352,ISR-2023-1-477-249,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Palestine tv,2023-11-11,Martyrs and wounded in an Israeli bombing that targeted a house in Khan Yunis #Gaza #Palestine"";""Palestine tv,2023-11-11,Urgent || 5 Martyrs following the bombing of the occupation aircraft as a house for the Al -Najjar family, east of Khan Yunis""",Palestine tv;Palestine tv,2023-11-11;2023-11-11,"Martyrs and wounded in an Israeli bombing that targeted a house in Khan Yunis #Gaza #Palestine;Urgent || 5 Martyrs following the bombing of the occupation aircraft as a house for the Al -Najjar family, east of Khan Yunis",Palestine tv,1,Khan Younis town,Khan Yunis,Gaza Strip,Khan Younis governorate,31.344444,34.303056,POINT (34.303056 31.344444),174669,Israel,666,Middle East,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,0,5,5,5,5,666,,israelcentral,93.40777514875661
576,500591,ISR-2023-1-477-252,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,6,"""Palestine tv,2023-11-11,Urgent || Director of Al -shifa Hospital in Gaza: - HOURS SEPARATE Us from Death and The World Watching Us, and We are not numbers"";""Palestine tv,2023-11-11,Urgent Director of the Al -Shifa Medical Complex: The death of a baby now and the bodies are stacked inside the complex, and there is no water, no food, no internet, with the continued power outages."";""Reuters News,2023-11-11,UPDATE 1-Al Shifa hospital suspends operations, baby dies -Gaza health ministry"";""Reuters News,2023-11-11,Israel's war on Hamas homes in on Gaza hospitals"";""Reuters News,2023-11-11,Israel's war on Hamas homes in on Gaza hospitals"";""OCHA,2023-11-12,Hostilities in the Gaza Strip and Israel | Flash Update #37""",Palestine tv;Palestine tv;Reuters News;Reuters News;Reuters News;OCHA,2023-11-11;2023-11-11;2023-11-11;2023-11-11;2023-11-11;2023-11-12,"Urgent || Director of Al -shifa Hospital in Gaza: - HOURS SEPARATE Us from Death and The World Watching Us, and We are not numbers;Urgent Director of the Al -Shifa Medical Complex: The death of a baby now and the bodies are stacked inside the complex, and there is no water, no food, no internet, with the continued power outages.;UPDATE 1-Al Shifa hospital suspends operations, baby dies -Gaza health ministry;Israel's war on Hamas homes in on Gaza hospitals;Israel's war on Hamas homes in on Gaza hospitals;Hostilities in the Gaza Strip and Israel | Flash Update #37",Palestine tv; OCHA,1,Gaza town,Al -Shifa Hospital in Gaza,Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,4,0,4,4,4,666,,israelcentral,69.97394873338341
577,500603,ISR-2023-1-477-253,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Palestine tv,2023-11-11,#Urgent Two girls were killed by the bombing of a house belonging to the Hamad family in the land of the Mufti in the Nusseirat camp in the central Gaza Strip.""",Palestine tv,2023-11-11,#Urgent Two girls were killed by the bombing of a house belonging to the Hamad family in the land of the Mufti in the Nusseirat camp in the central Gaza Strip.,Palestine tv,1,Nuseirat refugee camp,Nusseirat camp in the central Gaza Strip,Gaza Strip,Deir al-Balah governorate,31.447656,34.392875,POINT (34.392875 31.447656),174669,Israel,666,Middle East,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,2,0,2,2,2,666,,israelcentral,79.2682777126726
578,500658,ISR-2023-1-477-285,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Palestine tv,2023-11-17,120 martyrs from the Gaza and North Gaza governorates arrived this morning at the Indonesian Hospital in the northern Gaza Strip.""",Palestine tv,2023-11-17,120 martyrs from the Gaza and North Gaza governorates arrived this morning at the Indonesian Hospital in the northern Gaza Strip.,Palestine tv,3,Gaza governorate,Gaza governorate,Gaza Strip,Gaza governorate,31.51065,34.46411,POINT (34.46411 31.51065),175389,Israel,666,Middle East,1,1,2023-11-17 00:00:00.000,2023-11-17 00:00:00.000,0,0,0,16,16,16,16,666,,israelcentral,69.9948896895523
579,500612,ISR-2023-1-478-72,2023,True,Clear,1,234.0,234,Israel: Palestine,478.0,478,Government of Israel - PIJ,121.0,121,Government of Israel,208.0,208,PIJ,4,"""OCHA,2023-11-11,Hostilities in the Gaza Strip and Israel | Flash Update #36"";""Reuters News,2023-11-11,Three Palestinians killed by Israeli forces in West Bank - ministry"";""Palestine tv,2023-11-11,A young man was killed by the occupation forces in the town of Araba, south of Jenin"";""BtSelem,2024-07-10,Wisam Jamal Muhammad Hamran""",OCHA;Reuters News;Palestine tv;BtSelem,2023-11-11;2023-11-11;2023-11-11;2024-07-10,"Hostilities in the Gaza Strip and Israel | Flash Update #36;Three Palestinians killed by Israeli forces in West Bank - ministry;A young man was killed by the occupation forces in the town of Araba, south of Jenin;Wisam Jamal Muhammad Hamran","Palestine tv, palestian health ministry",1,Arraba village,"town of Araba, south of Jenin",West Bank,Jenin governorate,32.404444,35.203333,POINT (35.203333 32.404444),176111,Israel,666,Middle East,1,1,2023-11-11 00:00:00.000,2023-11-11 00:00:00.000,0,0,0,1,1,2,1,666,,israelcentral,53.7276503183107
580,500614,ISR-2023-1-477-256,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Palestine tv,2023-11-12,Urgent-Our correspondent: 4 martyrs in an Israeli bombing targeting a house in Deir Al-Balah in the central Gaza Strip""",Palestine tv,2023-11-12,Urgent-Our correspondent: 4 martyrs in an Israeli bombing targeting a house in Deir Al-Balah in the central Gaza Strip,Palestine tv,1,Deir al-Balah town,Deir Al-Balah in the central Gaza Strip,Gaza Strip,Deir al-Balah governorate,31.417479,34.35014,POINT (34.35014 31.417479),174669,Israel,666,Middle East,1,1,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,0,0,0,4,4,4,4,666,,israelcentral,84.13789266449125
581,500616,ISR-2023-1-477-257,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Reuters News,2023-11-12,More Gaza hospitals suspend operations as Israel hunts Hamas"";""Palestine tv,2023-11-12,Urgent | Appeals to the Red Cross to reach the martyrs and wounded in “Block 12” in Al-Shati camp.""",Reuters News;Palestine tv,2023-11-12;2023-11-12,More Gaza hospitals suspend operations as Israel hunts Hamas;Urgent | Appeals to the Red Cross to reach the martyrs and wounded in “Block 12” in Al-Shati camp.,"Palestine tv, IDF",1,al-Shati refugee camp,Al-Shati camp,Gaza Strip,Gaza governorate,31.534912,34.446616,POINT (34.446616 31.534912),175389,Israel,666,Middle East,1,1,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,0,0,0,2,2,2,2,666,,israelcentral,68.30931214094996
582,500617,ISR-2023-1-477-258,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,4,"""Palestine tv,2023-11-12,Martyrs and wounded in an Israeli bombing of a house for the Al-Najjar family in Bani Suhaila, east of Khan Yunis"";""Palestine tv,2023-11-12,8 martyrs and more than 20 wounded in an Israeli bombing that targeted the Al-Najjar family’s home east of Khan Yunis, south of the Gaza Strip."";""Agence France Presse,2023-11-12,Gaza hospitals out of fuel, caught in Israel-Hamas fighting"";""OCHA,2023-11-12,Hostilities in the Gaza Strip and Israel | Flash Update #37""",Palestine tv;Palestine tv;Agence France Presse;OCHA,2023-11-12;2023-11-12;2023-11-12;2023-11-12,"Martyrs and wounded in an Israeli bombing of a house for the Al-Najjar family in Bani Suhaila, east of Khan Yunis;8 martyrs and more than 20 wounded in an Israeli bombing that targeted the Al-Najjar family’s home east of Khan Yunis, south of the Gaza Strip.;Gaza hospitals out of fuel, caught in Israel-Hamas fighting;Hostilities in the Gaza Strip and Israel | Flash Update #37",Palestine tv; OCHA,1,Bani Suheila village,"Bani Suhaila, east of Khan Yunis",Gaza Strip,Khan Younis governorate,31.342778,34.325344,POINT (34.325344 31.342778),174669,Israel,666,Middle East,1,1,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,0,0,0,13,13,13,13,666,,israelcentral,92.57212707657534
583,500618,ISR-2023-1-477-259,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Palestine tv,2023-11-12,The bodies of two martyred children, brothers, were recovered from under the rubble of a house for the Al-Qudra family in the town of Al-Qarara in Khan Yunis""",Palestine tv,2023-11-12,"The bodies of two martyred children, brothers, were recovered from under the rubble of a house for the Al-Qudra family in the town of Al-Qarara in Khan Yunis",Palestine tv,1,al-Qararah town,town of Al-Qarara in Khan Yunis,Gaza Strip,Khan Younis governorate,31.373891,34.340847,POINT (34.340847 31.373891),174669,Israel,666,Middle East,1,1,2023-11-12 00:00:00.000,2023-11-12 00:00:00.000,0,0,2,0,2,2,2,666,,israelcentral,88.8245393437973
584,500619,ISR-2023-1-477-260,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,1,"""Palestine tv,2023-11-13,-7 martyrs, including 3 children, in an Israeli bombing that targeted a house east of Khan Yunis""",Palestine tv,2023-11-13,"-7 martyrs, including 3 children, in an Israeli bombing that targeted a house east of Khan Yunis",Palestine tv,2,Khan Younis town,east of Khan Yunis,Gaza Strip,Khan Younis governorate,31.344444,34.303056,POINT (34.303056 31.344444),174669,Israel,666,Middle East,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,3,4,7,7,7,666,,israelcentral,93.40777514875661
585,500620,ISR-2023-1-477-261,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Palestine tv,2023-11-13,-7 martyrs, including 3 children, in an Israeli bombing that targeted a house east of Khan Yunis"";""Palestine tv,2023-11-13,Journalist Ahmed Fatima was martyred in the ongoing occupation raids on Gaza.""",Palestine tv;Palestine tv,2023-11-13;2023-11-13,"-7 martyrs, including 3 children, in an Israeli bombing that targeted a house east of Khan Yunis;Journalist Ahmed Fatima was martyred in the ongoing occupation raids on Gaza.",Palestine tv,1,Gaza town,central Gaza City,Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,1,2,3,3,3,666,,israelcentral,69.97394873338341
586,500621,ISR-2023-3-950-15,2023,True,Clear,3,121.0,483,Government of Israel - Civilians,121.0,950,Government of Israel - Civilians,121.0,121,Government of Israel,9999.0,1,Civilians,3,"""Palestine tv,2023-11-13,Urgent - A citizen was killed by occupation bullets in the city of Hebron"";""Palestine tv,2023-11-13,An elderly taxi driver was killed after the occupation army opened fire on him during the storming of the city of Hebron."";""BtSelem,2024-07-10,'Issa 'Ali 'Abd al-Mun'im al-Qadi""",Palestine tv;Palestine tv;BtSelem,2023-11-13;2023-11-13;2024-07-10,Urgent - A citizen was killed by occupation bullets in the city of Hebron;An elderly taxi driver was killed after the occupation army opened fire on him during the storming of the city of Hebron.;'Issa 'Ali 'Abd al-Mun'im al-Qadi,"Palestine tv, btselem",1,Hebron town,city of Hebron,West Bank,Hebron governorate,31.529349,35.093796,POINT (35.093796 31.529349),175391,Israel,666,Middle East,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,1,0,1,1,1,666,,israelcentral,68.03223768962442
587,500622,ISR-2023-1-477-262,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,4,"""Palestine tv,2023-11-13,Martyrs and wounded after the occupation bombed a house for the Baraka family in Bani Suhaila, east of Khan Yunis #Gaza #Palestine"";""Reuters News,2023-11-13,Three killed, 20 injured in Israeli airstrike on town in southern Gaza - health officials"";""Reuters News,2023-11-13,CORRECTED-ONE WOMAN KILLED, 20 (NOT 30) OTHERS INJURED FROM ISRAELI AIR STRIKE OVER BANI SUHAILA, A TOWN EAST OF KHAN YOUNIS IN GAZA- HEALTH OFFICIALS"";""Wafa,2023-11-13,On the 38th day of the aggression: dozens of martyrs and wounded in continuous Israeli bombing of the Gaza Strip""",Palestine tv;Reuters News;Reuters News;Wafa,2023-11-13;2023-11-13;2023-11-13;2023-11-13,"Martyrs and wounded after the occupation bombed a house for the Baraka family in Bani Suhaila, east of Khan Yunis #Gaza #Palestine;Three killed, 20 injured in Israeli airstrike on town in southern Gaza - health officials;CORRECTED-ONE WOMAN KILLED, 20 (NOT 30) OTHERS INJURED FROM ISRAELI AIR STRIKE OVER BANI SUHAILA, A TOWN EAST OF KHAN YOUNIS IN GAZA- HEALTH OFFICIALS;On the 38th day of the aggression: dozens of martyrs and wounded in continuous Israeli bombing of the Gaza Strip","Palestine tv, health officials, Wafa",1,Bani Suheila village,"Bani Suhaila, east of Khan Yunis",Gaza Strip,Khan Younis governorate,31.342778,34.325344,POINT (34.325344 31.342778),174669,Israel,666,Middle East,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,0,8,8,8,8,666,,israelcentral,92.57212707657534
588,500623,ISR-2023-1-477-263,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,3,"""Wafa,2023-11-13,Martyrs and wounded in the bombing of two houses in Nuseirat and Jabalia"";""OCHA,2023-11-13,Hostilities in the Gaza Strip and Israel | Flash Update #38"";""Palestine tv,2023-11-13,#Urgent | The number of martyrs in the bombing by Israeli warplanes of a house in the Nuseirat camp has risen to 7""",Wafa;OCHA;Palestine tv,2023-11-13;2023-11-13;2023-11-13,Martyrs and wounded in the bombing of two houses in Nuseirat and Jabalia;Hostilities in the Gaza Strip and Israel | Flash Update #38;#Urgent | The number of martyrs in the bombing by Israeli warplanes of a house in the Nuseirat camp has risen to 7,"Palestine tv; OCHA, wafa",1,Nuseirat refugee camp,Nuseirat camp,Gaza Strip,Deir al-Balah governorate,31.447656,34.392875,POINT (34.392875 31.447656),174669,Israel,666,Middle East,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,0,17,17,17,17,666,,israelcentral,79.2682777126726
589,500624,ISR-2023-1-477-264,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Palestine tv,2023-11-13,Director of Al-Shifa Complex, Dr. Muhammad Abu Salmiya: “The number of injured and dead people inside the complex has increased, and eight people have been martyred since this morning. There is no health service in the complex, and there is no water or fuel, and the injured will die from their wounds.”"";""Wafa,2023-11-13,17 patients died at Al-Shifa Complex due to lack of oxygen""",Palestine tv;Wafa,2023-11-13;2023-11-13,"Director of Al-Shifa Complex, Dr. Muhammad Abu Salmiya: “The number of injured and dead people inside the complex has increased, and eight people have been martyred since this morning. There is no health service in the complex, and there is no water or fuel, and the injured will die from their wounds.”;17 patients died at Al-Shifa Complex due to lack of oxygen","Palestine tv, wafa",1,Gaza town,Al-Shifa hospital in Gaza town,Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,8,9,17,17,17,666,,israelcentral,69.97394873338341
590,500625,ISR-2023-1-477-265,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,4,"""OCHA,2023-11-14,Hostilities in the Gaza Strip and Israel | Flash Update #39"";""Reuters News,2023-11-13,MORE THAN 30 KILLED, SCORES INJURED IN ISRAELI BOMBARDMENT OF JABALIA CAMP, NORTHERN GAZA - HAMAS MEDIA"";""Reuters News,2023-11-13,More than 30 killed, scores injured in Israeli bombardment of northern Gaza camp - Hamas media"";""Palestine tv,2023-11-13,Our correspondent| 31 martyrs have been recovered so far and 12 homes were completely destroyed in an occupation bombing that targeted the Jabalia Services Club area.""",OCHA;Reuters News;Reuters News;Palestine tv,2023-11-14;2023-11-13;2023-11-13;2023-11-13,"Hostilities in the Gaza Strip and Israel | Flash Update #39;MORE THAN 30 KILLED, SCORES INJURED IN ISRAELI BOMBARDMENT OF JABALIA CAMP, NORTHERN GAZA - HAMAS MEDIA;More than 30 killed, scores injured in Israeli bombardment of northern Gaza camp - Hamas media;Our correspondent| 31 martyrs have been recovered so far and 12 homes were completely destroyed in an occupation bombing that targeted the Jabalia Services Club area.","Palestine tv, hamas media",1,Jabaliyah town,Jabalia,Gaza Strip,Gaza ash Shamaliyah governorate,31.5272,34.483471,POINT (34.483471 31.5272),175389,Israel,666,Middle East,1,1,2023-11-13 00:00:00.000,2023-11-13 00:00:00.000,0,0,0,31,31,31,31,666,,israelcentral,67.5545371509203
591,500653,ISR-2023-1-477-284,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Palestine tv,2023-11-17,#Urgent | 4 martyrs after the occupation bombed a house behind the Grand Mosque in central Khan Yunis"";""OCHA,2023-11-18,Hostilities in the Gaza Strip and Israel | Flash Update #43""",Palestine tv;OCHA,2023-11-17;2023-11-18,#Urgent | 4 martyrs after the occupation bombed a house behind the Grand Mosque in central Khan Yunis;Hostilities in the Gaza Strip and Israel | Flash Update #43,Palestine tv; OCHA,1,Khan Younis town,central Khan Yunis,Gaza Strip,Khan Younis governorate,31.344444,34.303056,POINT (34.303056 31.344444),174669,Israel,666,Middle East,1,1,2023-11-17 00:00:00.000,2023-11-17 00:00:00.000,0,0,0,18,18,18,14,666,,israelcentral,93.40777514875661
592,500628,ISR-2023-1-477-266,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,6,"""Palestine tv,2023-11-14,Urgent| One death and several injuries as a result of a bombing that targeted the Al-Agha family’s home in the eastern region of Khan Yunis, south of Gaza"";""Palestine tv,2023-11-14,Urgent: 6 citizens were killed and others injured in occupation raids on two homes in Khan Yunis, south of the Gaza Strip"";""Palestine tv,2023-11-14,The number of martyrs as a result of the occupation raids on two homes in Khan Yunis, south of the Gaza Strip, rose to 9."";""Palestine tv,2023-11-14,The number of martyrs of the occupation raids on two homes in Khan Yunis increased to 13"";""Palestine tv,2023-11-14,Lord, have mercy, Lord!! Martyr: The occupation bombed a house for the Shaath family In the Al-Amal neighborhood in Khan Yunis #Gaza #Palestine"";""OCHA,2023-11-14,Hostilities in the Gaza Strip and Israel | Flash Update #39""",Palestine tv;Palestine tv;Palestine tv;Palestine tv;Palestine tv;OCHA,2023-11-14;2023-11-14;2023-11-14;2023-11-14;2023-11-14;2023-11-14,"Urgent| One death and several injuries as a result of a bombing that targeted the Al-Agha family’s home in the eastern region of Khan Yunis, south of Gaza;Urgent: 6 citizens were killed and others injured in occupation raids on two homes in Khan Yunis, south of the Gaza Strip;The number of martyrs as a result of the occupation raids on two homes in Khan Yunis, south of the Gaza Strip, rose to 9.;The number of martyrs of the occupation raids on two homes in Khan Yunis increased to 13;Lord, have mercy, Lord!! Martyr: The occupation bombed a house for the Shaath family In the Al-Amal neighborhood in Khan Yunis #Gaza #Palestine;Hostilities in the Gaza Strip and Israel | Flash Update #39",Palestine tv; OCHA,1,Khan Younis town,"eastern region of Khan Yunis, south of Gaza",Gaza Strip,Khan Younis governorate,31.344444,34.303056,POINT (34.303056 31.344444),174669,Israel,666,Middle East,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,0,0,1,12,13,13,13,666,,israelcentral,93.40777514875661
593,500629,ISR-2023-1-477-267,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,3,"""OCHA,2023-11-15,Hostilities in the Gaza Strip and Israel | Flash Update #40"";""Palestine tv,2023-11-14,Martyrs and wounded in an Israeli bombing that targeted a school housing displaced people in the Sheikh Radwan neighborhood in Gaza."";""Palestine tv,2023-11-14,Urgent: Our correspondent in the courtyard of Al-Shifa Hospital in Gaza City, Khader Al-Zaanoun: *170 martyrs whose bodies decomposed are now being buried in the courtyard of the hospital, which has turned into a mass grave, in a very painful scene*""",OCHA;Palestine tv;Palestine tv,2023-11-15;2023-11-14;2023-11-14,"Hostilities in the Gaza Strip and Israel | Flash Update #40;Martyrs and wounded in an Israeli bombing that targeted a school housing displaced people in the Sheikh Radwan neighborhood in Gaza.;Urgent: Our correspondent in the courtyard of Al-Shifa Hospital in Gaza City, Khader Al-Zaanoun: *170 martyrs whose bodies decomposed are now being buried in the courtyard of the hospital, which has turned into a mass grave, in a very painful scene*",Palestine tv; OCHA; MoH in Gaza,1,Gaza town,Al-Shifa Hospital in Gaza City,Gaza Strip,Gaza governorate,31.516667,34.45,POINT (34.45 31.516667),175389,Israel,666,Middle East,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,0,0,0,0,0,179,0,666,,israelcentral,69.97394873338341
594,500631,ISR-2023-1-477-268,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Palestine tv,2023-11-14,Martyrs and injuries arrived at Al-Aqsa Martyrs Hospital as a result of the occupation targeting a house in Deir al-Balah in the central Gaza Strip."";""Palestine tv,2023-11-14,Two dead and dozens wounded as a result of an Israeli raid that targeted a house in Deir al-Balah in the central Gaza Strip.""",Palestine tv;Palestine tv,2023-11-14;2023-11-14,Martyrs and injuries arrived at Al-Aqsa Martyrs Hospital as a result of the occupation targeting a house in Deir al-Balah in the central Gaza Strip.;Two dead and dozens wounded as a result of an Israeli raid that targeted a house in Deir al-Balah in the central Gaza Strip.,Palestine tv,1,Deir al-Balah town,Deir al-Balah in the central Gaza Strip,Gaza Strip,Deir al-Balah governorate,31.417479,34.35014,POINT (34.35014 31.417479),174669,Israel,666,Middle East,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,0,0,0,2,2,2,2,666,,israelcentral,84.13789266449125
595,500632,ISR-2023-1-477-269,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Palestine tv,2023-11-14,Martyrs and injured after the occupation targeted a house for the “Al-Madhoun” family, east of Jabalia camp, in the northern Gaza Strip."";""Wafa,2023-11-14,The martyrdom of Palestinian volleyball stars Hassan Zuaiter and Ibrahim Qasia""",Palestine tv;Wafa,2023-11-14;2023-11-14,"Martyrs and injured after the occupation targeted a house for the “Al-Madhoun” family, east of Jabalia camp, in the northern Gaza Strip.;The martyrdom of Palestinian volleyball stars Hassan Zuaiter and Ibrahim Qasia","Palestine tv, wafa",1,Jabaliyah refugee camp,"Jabalia camp, in the northern Gaza Strip",Gaza Strip,Gaza ash Shamaliyah governorate,31.53639,34.494541,POINT (34.494541 31.53639),175389,Israel,666,Middle East,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,0,0,2,2,4,4,4,666,,israelcentral,66.1923481121446
596,500633,ISR-2023-1-477-270,2023,True,Clear,1,234.0,234,Israel: Palestine,477.0,477,Government of Israel - Hamas,121.0,121,Government of Israel,209.0,209,Hamas,2,"""Palestine tv,2023-11-15,Martyrs and wounded in an Israeli bombing that targeted a house in the Jabalia camp in the northern Gaza Strip #Palestine"";""Palestine tv,2023-11-15,4 martyrs and a number of wounded in an occupation bombing that targeted a house adjacent to a shelter center in Jabalia camp.""",Palestine tv;Palestine tv,2023-11-15;2023-11-15,Martyrs and wounded in an Israeli bombing that targeted a house in the Jabalia camp in the northern Gaza Strip #Palestine;4 martyrs and a number of wounded in an occupation bombing that targeted a house adjacent to a shelter center in Jabalia camp.,Palestine tv,1,Jabaliyah refugee camp,Jabalia camp in the northern Gaza Strip,Gaza Strip,Gaza ash Shamaliyah governorate,31.53639,34.494541,POINT (34.494541 31.53639),175389,Israel,666,Middle East,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,0,4,0,4,4,4,666,,israelcentral,66.1923481121446
597,500634,ISR-2023-1-478-125,2023,True,Clear,1,234.0,234,Israel: Palestine,478.0,478,Government of Israel - PIJ,121.0,121,Government of Israel,208.0,208,PIJ,8,"""Palestine tv,2023-11-15,3 martyrs arrive at Al-Aqsa Martyrs Hospital following the occupation bombing of Al-Salhi Towers in Nuseirat #Gaza #Palestine"";""Palestine tv,2023-11-15,The number of martyrs as a result of the occupation’s targeting of Al-Salhi Tower in Nuseirat in the central Gaza Strip increased to 14 martyrs"";""Palestine tv,2023-11-15,Martyrs and injured in an Israeli bombing that targeted the Malaysian school in the Nuseirat camp in central Gaza"";""OCHA,2023-11-15,Hostilities in the Gaza Strip and Israel | Flash Update #40"";""Gigaza,2023-11-15,Waseem Yahya Abdul Qader"";""@GabrielEpsteinX on Twitter (X),2026-02-26,Waseem Yahya Abdulqader al-Ustaz"";""Gigaza,2023-11-15,Amira Waseem Yahya Al-Ustad"";""Shireen Observatory,2023-11-15,Amir Waseem Maher Al-Ustad""",Palestine tv;Palestine tv;Palestine tv;OCHA;Gigaza;@GabrielEpsteinX on Twitter (X);Gigaza;Shireen Observatory,2023-11-15;2023-11-15;2023-11-15;2023-11-15;2023-11-15;2026-02-26;2023-11-15;2023-11-15,3 martyrs arrive at Al-Aqsa Martyrs Hospital following the occupation bombing of Al-Salhi Towers in Nuseirat #Gaza #Palestine;The number of martyrs as a result of the occupation’s targeting of Al-Salhi Tower in Nuseirat in the central Gaza Strip increased to 14 martyrs;Martyrs and injured in an Israeli bombing that targeted the Malaysian school in the Nuseirat camp in central Gaza;Hostilities in the Gaza Strip and Israel | Flash Update #40;Waseem Yahya Abdul Qader;Waseem Yahya Abdulqader al-Ustaz;Amira Waseem Yahya Al-Ustad;Amir Waseem Maher Al-Ustad,Palestine tv; Gigaza; PIJ,1,Nuseirat refugee camp,the Malaysian school and other neighborhoods in Nuseirat camp,Gaza Strip,Deir al-Balah governorate,31.447656,34.392875,POINT (34.392875 31.447656),174669,Israel,666,Middle East,1,1,2023-11-15 00:00:00.000,2023-11-15 00:00:00.000,0,1,4,9,14,14,14,666,,israelcentral,79.2682777126726
